Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Gneiss Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Marble Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Shale Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Chert Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Tin Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Tin Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Tin Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Tin Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Tin Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Tin Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Tin Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Tin Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Tin Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Tin Ore
appliedenergistics2:facade:0, Cable Facade - Marble Tin Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Tin Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Tin Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Tin Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Tin Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Tin Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Tin Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Tin Ore
appliedenergistics2:facade:0, Cable Facade - Shale Tin Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Tin Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Tin Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Tin Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Tin Ore
appliedenergistics2:facade:0, Cable Facade - Chert Tin Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Marble Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Shale Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Chert Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Silver Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Silver Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Silver Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Silver Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Silver Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Silver Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Silver Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Silver Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Silver Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Silver Ore
appliedenergistics2:facade:0, Cable Facade - Marble Silver Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Silver Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Silver Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Silver Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Silver Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Silver Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Silver Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Silver Ore
appliedenergistics2:facade:0, Cable Facade - Shale Silver Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Silver Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Silver Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Silver Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Silver Ore
appliedenergistics2:facade:0, Cable Facade - Chert Silver Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Marble Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Shale Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Chert Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Marble Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Shale Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Chert Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Gold Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Gold Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Gold Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Gold Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Gold Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Gold Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Gold Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Gold Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Gold Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Gold Ore
appliedenergistics2:facade:0, Cable Facade - Marble Gold Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Gold Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Gold Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Gold Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Gold Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Gold Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Gold Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Gold Ore
appliedenergistics2:facade:0, Cable Facade - Shale Gold Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Gold Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Gold Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Gold Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Gold Ore
appliedenergistics2:facade:0, Cable Facade - Chert Gold Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Marble Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Shale Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Chert Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Marble Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Shale Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Chert Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Marble Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Shale Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Chert Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Marble Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Shale Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Chert Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Coal Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Coal Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Coal Ore
